Ensembl_ID,Protein_Accession,Gene,Gene_Description,K198R_S,K198R_M,R47G,D156E,pval_K198Rs,pval_K198Rm,pval_R47G,pval_D156E
ENSG00000110931,Q96RR4,CAMKK2,calcium/calmodulin dependent protein kinase kinase 2 [Source:HGNC Symbol;Acc:HGNC:1470],-0.535291032,-0.451859671,-0.779238853,-0.525018259,0.017945641,0.078872494,0.065956998,0.072253892
ENSG00000110955,F8W0P7,ATP5F1B,ATP synthase F1 subunit beta [Source:HGNC Symbol;Acc:HGNC:830],-0.085431347,-0.296054566,-0.14091555,-0.203788036,0.576202223,0.281491847,0.482355693,0.37348157
ENSG00000110955,P06576,ATP5F1B,ATP synthase F1 subunit beta [Source:HGNC Symbol;Acc:HGNC:830],-0.050082724,0.154771505,0.144294256,0.026867394,0.477702831,0.405232144,0.453783349,0.972590953
ENSG00000110958,Q15185,PTGES3,prostaglandin E synthase 3 [Source:HGNC Symbol;Acc:HGNC:16049],-0.023674779,-0.126493485,-0.116894663,0.072697987,0.96635542,0.563322167,0.589398091,0.464691074
ENSG00000111011,Q7L4I2,RSRC2,arginine and serine rich coiled-coil 2 [Source:HGNC Symbol;Acc:HGNC:30559],-0.524704271,-0.049951782,0.016526451,-0.220913155,0.006747197,0.173076738,0.781002801,0.098306111
ENSG00000111057,P05783,KRT18,keratin 18 [Source:HGNC Symbol;Acc:HGNC:6430],1.551530735,-1.913714051,-2.5510659,-1.3262946,0.001209907,0.000184313,0.000253168,0.003031752
ENSG00000111077,Q63HR2,TNS2,tensin 2 [Source:HGNC Symbol;Acc:HGNC:19737],-2.374850886,0.246350952,-0.261048684,-0.774718056,0.010346391,0.588820467,0.445172045,0.130982324
ENSG00000111142,P50579,METAP2,methionyl aminopeptidase 2 [Source:HGNC Symbol;Acc:HGNC:16672],-0.933574521,-0.243992114,-0.356731116,0.078815552,0.000119786,0.010825989,0.00974352,0.338724235
ENSG00000111144,P09960,LTA4H,leukotriene A4 hydrolase [Source:HGNC Symbol;Acc:HGNC:6710],0.746612077,0.048147128,-0.118899089,-0.334919382,0.000657672,0.960050482,0.301865729,0.08266432
ENSG00000111145,F8VUJ0,ELK3,ETS transcription factor ELK3 [Source:HGNC Symbol;Acc:HGNC:3325],-0.588343349,-0.479478844,-0.171053508,-0.112750936,0.059429011,0.190224309,0.673522769,0.821432899
ENSG00000111199,F5H6Q4,TRPV4,transient receptor potential cation channel subfamily V member 4 [Source:HGNC Symbol;Acc:HGNC:18083],-2.165516372,0.142184777,-0.079179812,-0.411830451,0.003129702,0.465090223,0.966714058,0.210049812
ENSG00000111229,O15145,ARPC3,actin related protein 2/3 complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:706],-1.641811081,0.274411164,0.482901748,0.180353821,0.001312435,0.191565411,0.042497741,0.612424342
ENSG00000111231,Q9UHW5,GPN3,GPN-loop GTPase 3 [Source:HGNC Symbol;Acc:HGNC:30186],0.260058099,-0.08410915,0.11222138,0.022870921,0.007599214,0.326655544,0.583679652,0.982918643
ENSG00000111237,F8VXU5,VPS29,VPS29 retromer complex component [Source:HGNC Symbol;Acc:HGNC:14340],-0.507624257,-0.079749212,-0.052112708,-0.215987288,0.001711825,0.249143179,0.348828001,0.067108838
ENSG00000111271,Q6JQN1,ACAD10,acyl-CoA dehydrogenase family member 10 [Source:HGNC Symbol;Acc:HGNC:21597],0.206610303,0.03240788,-0.010124894,0.384615346,0.272266693,0.891044149,0.739754138,0.093399098
ENSG00000111275,P05091,ALDH2,aldehyde dehydrogenase 2 family member [Source:HGNC Symbol;Acc:HGNC:404],0.974013062,0.316634662,0.197818955,-0.245016252,5.47E-05,0.038355025,0.152823837,0.086282719
ENSG00000111300,Q14CX7,NAA25,"N-alpha-acetyltransferase 25, NatB auxiliary subunit [Source:HGNC Symbol;Acc:HGNC:25783]",0.764430153,0.096405945,0.276188303,0.215096141,0.000130617,0.14187956,0.015586593,0.073812911
ENSG00000111321,F5H6F8,LTBR,lymphotoxin beta receptor [Source:HGNC Symbol;Acc:HGNC:6718],-5.072417529,-0.20056065,-0.480605819,-0.245521773,5.88E-05,0.06573087,0.052630174,0.056020568
ENSG00000111325,Q6N063,OGFOD2,2-oxoglutarate and iron dependent oxygenase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25823],0.150668576,0.220067104,-0.134517499,-0.645849045,0.224595959,0.403405616,0.685581205,0.080257071
ENSG00000111335,P29728,OAS2,2'-5'-oligoadenylate synthetase 2 [Source:HGNC Symbol;Acc:HGNC:8087],1.845993218,0.022248832,0.053104601,0.032039539,0.0377125,0.837845512,0.754253429,0.7635199
ENSG00000111358,F5GXG6,GTF2H3,general transcription factor IIH subunit 3 [Source:HGNC Symbol;Acc:HGNC:4657],0.059369526,0.812129851,0.650719701,0.279800158,0.931465699,0.015288748,0.045762119,0.562649213
ENSG00000111361,Q14232,EIF2B1,eukaryotic translation initiation factor 2B subunit alpha [Source:HGNC Symbol;Acc:HGNC:3257],-0.328642956,-0.098570192,-0.193945317,-0.154278659,0.00277939,0.151448034,0.04626298,0.071520895
ENSG00000111364,Q8NHQ9,DDX55,DEAD-box helicase 55 [Source:HGNC Symbol;Acc:HGNC:20085],1.329165458,-0.300932965,-0.218489126,0.656475546,0.001927165,0.747423727,0.640609659,0.060532585
ENSG00000111371,Q9H2H9,SLC38A1,solute carrier family 38 member 1 [Source:HGNC Symbol;Acc:HGNC:13447],1.074792856,-0.18166363,0.057770387,-0.071890294,0.000718502,0.292840114,0.626328595,0.720159851
ENSG00000111412,Q9H741,SPRING1,SREBF pathway regulator in golgi 1 [Source:HGNC Symbol;Acc:HGNC:26128],-0.219394644,-0.034048642,-0.250148016,0.559490822,0.658708133,0.706893951,0.663899982,0.046354979
ENSG00000111445,P40937,RFC5,replication factor C subunit 5 [Source:HGNC Symbol;Acc:HGNC:9973],1.05603206,-0.491361639,0.023775115,0.457697326,0.00262178,0.358459357,0.698864404,0.107111793
ENSG00000111450,P32856,STX2,syntaxin 2 [Source:HGNC Symbol;Acc:HGNC:3403],-1.33111822,0.218194633,-0.264841759,-0.304266259,0.003536522,0.418727349,0.191538146,0.137282139
ENSG00000111452,Q6QNK2,ADGRD1,adhesion G protein-coupled receptor D1 [Source:HGNC Symbol;Acc:HGNC:19893],-0.74432602,3.590675089,1.453888373,-0.656068039,0.030705726,0.000184313,0.040037084,0.099573025
ENSG00000111481,P61923,COPZ1,COPI coat complex subunit zeta 1 [Source:HGNC Symbol;Acc:HGNC:2243],0.738264424,0.929538565,0.80911078,0.351804368,0.00057281,0.027654977,0.024785119,0.07918136
ENSG00000111530,Q86VP6,CAND1,cullin associated and neddylation dissociated 1 [Source:HGNC Symbol;Acc:HGNC:30688],-0.111879831,-0.017397601,-0.116832244,0.049871214,0.014551787,0.541324062,0.053285191,0.514162332
ENSG00000111540,P61020,RAB5B,"RAB5B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9784]",-0.652691654,0.175543059,0.050980894,-0.344656322,0.018600047,0.597120439,0.962166149,0.138369296
ENSG00000111581,P57740,NUP107,nucleoporin 107 [Source:HGNC Symbol;Acc:HGNC:29914],0.716488574,0.242389393,0.312272088,0.343500936,0.000475947,0.032878191,0.025865021,0.122766939
ENSG00000111596,F8VQD8,CNOT2,CCR4-NOT transcription complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:7878],0.583801997,-0.08850263,-0.274930846,0.113082862,0.003706105,0.625497038,0.181781408,0.609826312
ENSG00000111602,Q9UNS1,TIMELESS,timeless circadian regulator [Source:HGNC Symbol;Acc:HGNC:11813],2.709707883,-0.191354972,0.357271108,0.986961007,4.58E-05,0.967280421,0.357500832,0.070132123
ENSG00000111605,Q16630,CPSF6,cleavage and polyadenylation specific factor 6 [Source:HGNC Symbol;Acc:HGNC:13871],0.76317048,0.240138402,0.31107766,0.476092578,0.000201856,0.048686327,0.033198356,0.073812911
ENSG00000111615,Q13601,KRR1,KRR1 small subunit processome component homolog [Source:HGNC Symbol;Acc:HGNC:5176],0.983204328,-0.159605375,0.028518907,0.364258397,4.94E-05,0.339191449,0.591346285,0.041499255
ENSG00000111639,M0R176,MRPL51,mitochondrial ribosomal protein L51 [Source:HGNC Symbol;Acc:HGNC:14044],0.907188569,0.058691728,-0.17369432,0.119849529,0.001228033,0.878662778,0.435490853,0.704497287
ENSG00000111640,P04406,GAPDH,glyceraldehyde-3-phosphate dehydrogenase [Source:HGNC Symbol;Acc:HGNC:4141],-2.261055955,0.082324562,0.06985289,-0.33658528,0.001614132,0.872227944,0.919597883,0.118590104
ENSG00000111641,P46087,NOP2,NOP2 nucleolar protein [Source:HGNC Symbol;Acc:HGNC:7867],0.839774076,-0.232574727,0.021501593,0.38358783,0.000558776,0.224193374,0.714832806,0.048596824
ENSG00000111642,A0A2U3TZM0,CHD4,chromodomain helicase DNA binding protein 4 [Source:HGNC Symbol;Acc:HGNC:1919],0.786309,-0.193407437,0.147856743,0.39044696,0.0031753,0.620304678,0.349811586,0.090447301
ENSG00000111647,A0JNW5,BLTP3B,bridge-like lipid transfer protein family member 3B [Source:HGNC Symbol;Acc:HGNC:29102],-0.710195654,-0.10795032,-0.149956558,0.083575437,0.005394499,0.558169159,0.405540734,0.58849255
ENSG00000111652,Q9UBW8,COPS7A,COP9 signalosome subunit 7A [Source:HGNC Symbol;Acc:HGNC:16758],-1.273168658,-0.161882296,-0.213306699,-0.17175807,0.000183631,0.118328477,0.077981995,0.103491976
ENSG00000111667,P45974,USP5,ubiquitin specific peptidase 5 [Source:HGNC Symbol;Acc:HGNC:12628],-0.077100534,-0.13849073,-0.259818626,-0.290044209,0.062980434,0.025251074,0.01163669,0.015752013
ENSG00000111669,P60174,TPI1,triosephosphate isomerase 1 [Source:HGNC Symbol;Acc:HGNC:12009],-1.0040375,0.003254828,-0.124245853,-0.094473605,0.002611938,0.78211304,0.286946144,0.315946022
ENSG00000111674,P09104,ENO2,enolase 2 [Source:HGNC Symbol;Acc:HGNC:3353],-0.949115861,0.057495681,-0.009215478,0.307987541,0.011686322,0.992325675,0.781872547,0.220219929
ENSG00000111684,Q6P1A2,LPCAT3,lysophosphatidylcholine acyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:30244],-0.452670028,-0.665997636,-1.130155146,-0.453621228,0.029880911,0.045486192,0.028396671,0.087257304
ENSG00000111696,Q86UY8,NT5DC3,5'-nucleotidase domain containing 3 [Source:HGNC Symbol;Acc:HGNC:30826],1.243105126,-0.41893105,0.188084058,0.131469714,0.066666158,0.287192621,0.361714664,0.444065459
ENSG00000111707,Q9H7L9,SUDS3,"SDS3 homolog, SIN3A corepressor complex component [Source:HGNC Symbol;Acc:HGNC:29545]",0.687635997,-0.082963369,0.05125433,0.275728088,0.005574875,0.911666291,0.665638579,0.149884675
ENSG00000111711,Q9Y3E0,GOLT1B,golgi transport 1B [Source:HGNC Symbol;Acc:HGNC:20175],-0.558505384,0.094908422,-0.060430389,0.247465888,0.001202896,0.381110027,0.677555865,0.043879226
ENSG00000111716,A0A5F9ZHM4,LDHB,lactate dehydrogenase B [Source:HGNC Symbol;Acc:HGNC:6541],0.518381426,0.097032066,0.138074652,-0.051790003,0.009491457,0.034146718,0.167866628,0.08291897
ENSG00000111725,Q9Y478,PRKAB1,protein kinase AMP-activated non-catalytic subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:9378],0.150809666,0.078847836,-0.05369571,-0.230482949,0.205787833,0.625633815,0.657604486,0.142436343
ENSG00000111726,Q8NFW8,CMAS,cytidine monophosphate N-acetylneuraminic acid synthetase [Source:HGNC Symbol;Acc:HGNC:18290],-0.003210706,-0.321844204,-0.243974265,-0.461474065,0.775400579,0.109169279,0.175459562,0.070132123
ENSG00000111731,Q86YS7,C2CD5,C2 calcium dependent domain containing 5 [Source:HGNC Symbol;Acc:HGNC:29062],0.70889294,0.383282265,0.111033573,-0.334539588,0.000197051,0.012798967,0.694629909,0.052125325
ENSG00000111737,Q15286,RAB35,"RAB35, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9774]",-0.527248973,0.420213496,0.286603528,0.280388731,0.004027416,0.024527035,0.149586238,0.277331833
ENSG00000111786,Q13242,SRSF9,serine and arginine rich splicing factor 9 [Source:HGNC Symbol;Acc:HGNC:10791],0.995455529,-0.238442605,-0.118152677,-0.057195486,0.008620126,0.02226702,0.220817406,0.486037086
ENSG00000111790,Q9NVK5,FGFR1OP2,FGFR1 oncogene partner 2 [Source:HGNC Symbol;Acc:HGNC:23098],0.077475119,-0.350087785,-0.289749205,-0.130638996,0.669228374,0.25125452,0.323766211,0.605487882
ENSG00000111799,H0Y5N9,COL12A1,collagen type XII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2188],-1.066758658,2.140454954,-0.295019178,-0.639354992,0.061270919,0.000991039,0.462074263,0.205593033
ENSG00000111799,Q99715,COL12A1,collagen type XII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2188],-1.674684626,1.905760028,-0.103146204,-1.068209373,0.024799707,0.003611562,0.617390347,0.10875759
ENSG00000111817,Q9UL01,DSE,dermatan sulfate epimerase [Source:HGNC Symbol;Acc:HGNC:21144],-1.243579487,0.494677238,-0.093945594,-0.153702753,0.001133007,0.013543543,0.447972602,0.206150032
ENSG00000111832,Q9H446,RWDD1,RWD domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20993],0.28474849,0.246258678,0.087299051,0.122253821,0.002213564,0.016951585,0.161906592,0.189178768
ENSG00000111843,Q9P0S9,TMEM14C,transmembrane protein 14C [Source:HGNC Symbol;Acc:HGNC:20952],-0.119863789,1.012244371,0.647363963,0.32549472,0.457182936,0.012099169,0.052120295,0.336637379
ENSG00000111845,Q9NWT1,PAK1IP1,PAK1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:20882],0.788216378,-0.293276832,-0.065910305,0.58292612,0.000663838,0.211831215,0.901841542,0.028937313
ENSG00000111875,Q9Y294,ASF1A,anti-silencing function 1A histone chaperone [Source:HGNC Symbol;Acc:HGNC:20995],0.621916722,0.070938727,0.229431963,0.274831516,0.001701772,0.756479298,0.221456652,0.103822532
ENSG00000111880,O60942,RNGTT,RNA guanylyltransferase and 5'-phosphatase [Source:HGNC Symbol;Acc:HGNC:10073],1.527378017,-0.124784984,0.236800058,0.256588119,0.000120373,0.732375085,0.25341177,0.182291049
ENSG00000111885,P33908,MAN1A1,mannosidase alpha class 1A member 1 [Source:HGNC Symbol;Acc:HGNC:6821],-0.20257451,0.068534285,0.272310742,0.013861078,0.597912559,0.420020497,0.118914279,0.532702557
ENSG00000111897,Q9NRX5,SERINC1,serine incorporator 1 [Source:HGNC Symbol;Acc:HGNC:13464],-0.795488514,-0.176200842,-0.047923334,-0.601197383,0.00092247,0.080366162,0.413139664,0.015752013
ENSG00000111906,Q7Z4H3,HDDC2,HD domain containing 2 [Source:HGNC Symbol;Acc:HGNC:21078],1.326061299,0.307316819,-0.114268252,-0.104906987,5.88E-06,0.014987977,0.462074263,0.202176583
ENSG00000111907,E9PNK6,TPD52L1,TPD52 like 1 [Source:HGNC Symbol;Acc:HGNC:12006],0.322190943,0.010157741,-1.568533418,-1.752828547,0.701417073,0.822256972,0.156041242,0.124927067
ENSG00000111911,Q9NQE9,HINT3,histidine triad nucleotide binding protein 3 [Source:HGNC Symbol;Acc:HGNC:18468],0.899926501,0.376113132,0.28489458,-0.190702367,0.000761358,0.304000372,0.556203538,0.118377147
ENSG00000111912,Q8NI08,NCOA7,nuclear receptor coactivator 7 [Source:HGNC Symbol;Acc:HGNC:21081],1.421548291,-0.169853314,-0.793450571,-0.386500009,0.000489889,0.624158173,0.115024278,0.241643597
ENSG00000111961,O94885,SASH1,SAM and SH3 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:19182],-2.268227178,0.203133708,-0.491471545,-0.200441005,0.00087964,0.304118966,0.055708481,0.164421115
ENSG00000112062,Q16539,MAPK14,mitogen-activated protein kinase 14 [Source:HGNC Symbol;Acc:HGNC:6876],-0.517675714,0.069630223,-0.053861901,0.067255667,0.000110317,0.105067156,0.44935395,0.139564467
ENSG00000112079,Q15208,STK38,serine/threonine kinase 38 [Source:HGNC Symbol;Acc:HGNC:17847],-0.429057257,-0.021391557,-0.094222044,-0.114415016,0.016063444,0.674690492,0.378675119,0.289036933
ENSG00000112081,P84103,SRSF3,serine and arginine rich splicing factor 3 [Source:HGNC Symbol;Acc:HGNC:10785],1.844348747,-0.38392217,-0.45371825,0.27912572,0.019443495,0.18071737,0.142794221,0.174413369
ENSG00000112110,Q9H0U6,MRPL18,mitochondrial ribosomal protein L18 [Source:HGNC Symbol;Acc:HGNC:14477],0.61978089,-0.495245228,-0.235343679,0.137668571,0.01175941,0.037198007,0.214045095,0.547443738
ENSG00000112118,P25205,MCM3,minichromosome maintenance complex component 3 [Source:HGNC Symbol;Acc:HGNC:6945],1.551075783,-0.41392809,0.66858853,0.812954476,0.00361698,0.768664859,0.170195303,0.104044518
ENSG00000112159,Q9NU22,MDN1,midasin AAA ATPase 1 [Source:HGNC Symbol;Acc:HGNC:18302],1.231536798,-0.90909273,-0.774868292,-0.283660633,9.07E-05,0.009636262,0.015346277,0.08266432
ENSG00000112186,E9PDI2,CAP2,cyclase associated actin cytoskeleton regulatory protein 2 [Source:HGNC Symbol;Acc:HGNC:20039],-0.340422007,0.007487728,0.299672756,0.106735572,0.181071681,0.8509153,0.448945213,0.912370217
ENSG00000112208,O95816,BAG2,BAG cochaperone 2 [Source:HGNC Symbol;Acc:HGNC:938],-1.333846656,0.205974287,-0.038408151,-0.307672178,0.000734764,0.156214958,0.514308018,0.065017951
ENSG00000112210,Q9ULC3,RAB23,"RAB23, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:14263]",-1.480263139,-0.546732461,-0.322884159,-0.303783332,0.002895927,0.063731728,0.151718241,0.141406249
ENSG00000112242,O00716,E2F3,E2F transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:3115],1.104489614,0.37755884,0.376628661,0.446324211,0.014695884,0.036047238,0.147937928,0.058506965
ENSG00000112245,Q93096,PTP4A1,protein tyrosine phosphatase 4A1 [Source:HGNC Symbol;Acc:HGNC:9634],0.871435916,0.345823097,0.493203559,0.155545644,0.029415674,0.420910156,0.194978234,0.825911979
ENSG00000112249,Q8N3C0,ASCC3,activating signal cointegrator 1 complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:18697],-0.215566963,-0.066281963,0.138444843,-0.205685775,0.001013082,0.112571752,0.015897956,0.058641496
ENSG00000112282,Q9ULK4,MED23,mediator complex subunit 23 [Source:HGNC Symbol;Acc:HGNC:2372],0.87584497,-0.131246891,0.151949174,0.382686835,0.002202288,0.780196465,0.369132859,0.095112659
ENSG00000112290,Q5SZK5,WASF1,WASP family member 1 [Source:HGNC Symbol;Acc:HGNC:12732],0.680925325,0.458339591,0.036621093,-0.015321764,0.006776029,0.096559456,0.991696534,0.860015276
ENSG00000112294,P51649,ALDH5A1,aldehyde dehydrogenase 5 family member A1 [Source:HGNC Symbol;Acc:HGNC:408],3.7745131,-0.663653227,-0.449578593,-0.308394838,0.000222042,0.089996879,0.310110462,0.158851678
ENSG00000112304,Q9NPJ3,ACOT13,acyl-CoA thioesterase 13 [Source:HGNC Symbol;Acc:HGNC:20999],1.33360414,0.427824299,0.155374142,-0.068569294,0.003617192,0.055361267,0.134800901,0.407149211
ENSG00000112305,Q8IYB5,SMAP1,small ArfGAP 1 [Source:HGNC Symbol;Acc:HGNC:19651],0.793934445,-0.23459055,-0.183555627,-0.207921954,4.20E-05,0.022570046,0.052223622,0.102938612
ENSG00000112306,P25398,RPS12,ribosomal protein S12 [Source:HGNC Symbol;Acc:HGNC:10385],-0.251301521,-0.282490469,-0.12409243,0.220281563,0.087413715,0.138182306,0.463523935,0.110608552
ENSG00000112335,O60493,SNX3,sorting nexin 3 [Source:HGNC Symbol;Acc:HGNC:11174],-0.539585781,0.094819288,0.03098341,-0.237340848,0.000496456,0.126400045,0.650811054,0.03380743
ENSG00000112339,Q9Y450,HBS1L,HBS1 like translational GTPase [Source:HGNC Symbol;Acc:HGNC:4834],-0.064323542,-0.162988492,-0.188485237,-0.145298675,0.230929733,0.068620844,0.063906459,0.121280023
ENSG00000112367,A0A6Q8PF62,FIG4,FIG4 phosphoinositide 5-phosphatase [Source:HGNC Symbol;Acc:HGNC:16873],-0.165814725,0.377643393,0.296951157,0.115034196,0.177842133,0.187674787,0.171095371,0.597707477
ENSG00000112406,Q9UBI9,HECA,"hdc homolog, cell cycle regulator [Source:HGNC Symbol;Acc:HGNC:21041]",1.397897603,0.226827009,-0.337618264,-0.047476776,0.000545634,0.39368779,0.128798377,0.555546902
ENSG00000112493,A0A0G2JH37,TAPBP,TAP binding protein [Source:HGNC Symbol;Acc:HGNC:11566],-0.674023005,-0.020828035,-0.253063956,-0.459167812,0.010795226,0.624625147,0.293051813,0.080960304
ENSG00000112514,O60888,CUTA,cutA divalent cation tolerance homolog [Source:HGNC Symbol;Acc:HGNC:21101],3.391851875,0.663455755,0.003065562,0.34673488,0.002635464,0.026372814,0.97678975,0.122766939
ENSG00000112531,Q96PU8,QKI,"QKI, KH domain containing RNA binding [Source:HGNC Symbol;Acc:HGNC:21100]",0.444843243,-0.121438585,-0.144228549,0.099223055,0.002129328,0.382732757,0.324835486,0.285605702
ENSG00000112578,Q13895,BYSL,bystin like [Source:HGNC Symbol;Acc:HGNC:1157],1.014244398,0.212566518,0.18451921,0.424321429,0.000281359,0.232169948,0.286165248,0.064073093
ENSG00000112584,F5GY05,FAM120B,family with sequence similarity 120 member B [Source:HGNC Symbol;Acc:HGNC:21109],-0.025032384,-0.107548429,0.014820898,-0.218473586,0.623777055,0.381438986,0.940194383,0.13326596
ENSG00000112640,E9PFR3,PPP2R5D,protein phosphatase 2 regulatory subunit B'delta [Source:HGNC Symbol;Acc:HGNC:9312],0.532572132,-0.091005571,0.013767845,0.06705531,5.61E-05,0.086837924,0.736341527,0.157133308
ENSG00000112655,Q13308,PTK7,protein tyrosine kinase 7 (inactive) [Source:HGNC Symbol;Acc:HGNC:9618],-0.56440601,0.693084187,-0.225826076,-0.179111219,0.033928838,0.032878191,0.281137843,0.301316195
ENSG00000112655,F8WDG7,PTK7,protein tyrosine kinase 7 (inactive) [Source:HGNC Symbol;Acc:HGNC:9618],-2.99449542,-0.154046362,-0.742195022,-0.602633172,0.02488151,0.64300244,0.245228528,0.257500305
ENSG00000112667,O43598,DNPH1,2'-deoxynucleoside 5'-phosphate N-hydrolase 1 [Source:HGNC Symbol;Acc:HGNC:21218],1.463570462,0.582654439,0.295293849,-0.130045796,0.000245683,0.081326484,0.401628574,0.412665576
ENSG00000112685,Q96KP1,EXOC2,exocyst complex component 2 [Source:HGNC Symbol;Acc:HGNC:24968],-0.580871946,0.037872298,-0.163518521,-0.433377825,0.043217347,0.949405154,0.420059247,0.137376062
ENSG00000112695,P14406,COX7A2,cytochrome c oxidase subunit 7A2 [Source:HGNC Symbol;Acc:HGNC:2288],3.654449897,0.783716678,-0.081930716,0.452592604,5.39E-06,0.016617365,0.878604406,0.233468388
ENSG00000112697,Q9NV96,TMEM30A,transmembrane protein 30A [Source:HGNC Symbol;Acc:HGNC:16667],-0.495317142,-0.166672772,-0.403620516,-0.65084926,0.041029365,0.3755886,0.143802692,0.075697906
ENSG00000112699,O60547,GMDS,"GDP-mannose 4,6-dehydratase [Source:HGNC Symbol;Acc:HGNC:4369]",1.63667481,0.180333029,-0.289971627,-0.094853899,0.000125287,0.685059068,0.27700915,0.528416082
ENSG00000112701,Q9GZR1,SENP6,SUMO specific peptidase 6 [Source:HGNC Symbol;Acc:HGNC:20944],2.405198904,0.440383279,0.013822852,0.013651745,1.32E-05,0.06644366,0.977979877,0.970359698
ENSG00000112739,Q13523,PRPF4B,pre-mRNA processing factor 4B [Source:HGNC Symbol;Acc:HGNC:17346],1.094039036,-0.12384009,-0.059662885,0.297059394,0.00010281,0.497154926,0.872879742,0.055616387
ENSG00000112742,P33981,TTK,TTK protein kinase [Source:HGNC Symbol;Acc:HGNC:12401],2.733256603,-0.934178368,0.400444892,0.911841698,8.14E-05,0.526273825,0.382695289,0.106948539
ENSG00000112759,Q99808,SLC29A1,solute carrier family 29 member 1 (Augustine blood group) [Source:HGNC Symbol;Acc:HGNC:11003],1.891334205,-0.401525797,0.060162105,-0.078587269,2.89E-05,0.156283992,0.702743685,0.771238587
ENSG00000112769,Q16363,LAMA4,laminin subunit alpha 4 [Source:HGNC Symbol;Acc:HGNC:6484],-1.774129151,0.857682693,0.269771243,-1.287104847,2.07E-05,0.004488345,0.088718642,0.000208719
ENSG00000112773,Q96IP4,TENT5A,terminal nucleotidyltransferase 5A [Source:HGNC Symbol;Acc:HGNC:18345],-1.537626909,0.040653993,-0.107114343,0.513104306,0.00391975,0.595645643,0.896967107,0.04576642
ENSG00000112782,A0A2R8Y4M1,CLIC5,chloride intracellular channel 5 [Source:HGNC Symbol;Acc:HGNC:13517],-1.131281167,-0.878038175,-0.64866142,-0.09105896,0.00012405,0.002887625,0.0244242,0.412654246
ENSG00000112787,A0A3B3IRR3,FBRSL1,fibrosin like 1 [Source:HGNC Symbol;Acc:HGNC:29308],-4.179544819,-5.820893572,-6.308221299,-2.055403208,0.000589114,0.005530573,0.010557984,0.017970156
ENSG00000112851,Q96RT1,ERBIN,erbb2 interacting protein [Source:HGNC Symbol;Acc:HGNC:15842],-0.860046235,0.318526628,0.142520964,-0.145713157,0.004826024,0.116924694,0.512131306,0.255740037
ENSG00000112855,A0A2R8Y5P7,HARS2,"histidyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:4817]",0.599257766,-0.063278684,0.099980032,0.264349247,0.005226501,0.630904122,0.209870039,0.046726776
ENSG00000112893,Q16706,MAN2A1,mannosidase alpha class 2A member 1 [Source:HGNC Symbol;Acc:HGNC:6824],-2.118899626,0.429630198,0.334614197,-0.359953125,0.00194663,0.077280875,0.169247706,0.118089508
ENSG00000112972,Q01581,HMGCS1,3-hydroxy-3-methylglutaryl-CoA synthase 1 [Source:HGNC Symbol;Acc:HGNC:5007],2.585643683,-0.500507139,-0.051315066,-0.111988236,2.24E-05,0.301479311,0.939145648,0.91872373
ENSG00000112977,P51397,DAP,death associated protein [Source:HGNC Symbol;Acc:HGNC:2672],-2.001315512,0.488518819,0.18359687,0.00010912,0.003592969,0.145582425,0.466917049,0.791213581
ENSG00000112983,B5MCW3,BRD8,bromodomain containing 8 [Source:HGNC Symbol;Acc:HGNC:19874],0.736343777,0.246263084,0.555804518,0.387595774,0.004264302,0.248364747,0.054529468,0.106355692
ENSG00000112984,O95235,KIF20A,kinesin family member 20A [Source:HGNC Symbol;Acc:HGNC:9787],0.886753504,-1.093724784,0.433798576,0.68985008,0.040920619,0.432726019,0.320548692,0.147454486
ENSG00000112992,Q13423,NNT,nicotinamide nucleotide transhydrogenase [Source:HGNC Symbol;Acc:HGNC:7863],0.260734975,0.147331572,-0.186992054,-0.236707537,0.013951278,0.198166244,0.090059025,0.065532878
ENSG00000112996,Q9NP92,MRPS30,mitochondrial ribosomal protein S30 [Source:HGNC Symbol;Acc:HGNC:8769],0.637107375,0.116162727,0.16202068,0.276671841,0.000393646,0.161998794,0.089311698,0.080523101
ENSG00000113013,P38646,HSPA9,heat shock protein family A (Hsp70) member 9 [Source:HGNC Symbol;Acc:HGNC:5244],0.092602948,0.096589336,0.062441993,0.163261538,0.006472266,0.02717973,0.29078256,0.049304931
ENSG00000113048,G5EA06,MRPS27,mitochondrial ribosomal protein S27 [Source:HGNC Symbol;Acc:HGNC:14512],1.180619218,-0.217749312,0.290234983,-0.863800732,0.001465138,0.749925117,0.29785707,0.150989075
